tier,band,query,e1_j,t1_s,workers,repeats,staged
breadth,75-120 J,queries/tpch/SQLStorm/3286.sql,89.3037109375,13.211948,4,3,queries/tpch/sqlstorm_slope/breadth/3286.sql
breadth,75-120 J,queries/tpch/SQLStorm/27828.sql,91.07220458984375,7.387958,3,3,queries/tpch/sqlstorm_slope/breadth/27828.sql
breadth,75-120 J,queries/tpch/SQLStorm/14777.sql,91.48828125,5.754283,4,3,queries/tpch/sqlstorm_slope/breadth/14777.sql
breadth,75-120 J,queries/tpch/SQLStorm/20436.sql,91.63671875,7.01684,3,3,queries/tpch/sqlstorm_slope/breadth/20436.sql
breadth,75-120 J,queries/tpch/SQLStorm/14199.sql,91.87738037109375,5.74417,4,3,queries/tpch/sqlstorm_slope/breadth/14199.sql
breadth,75-120 J,queries/tpch/SQLStorm/11720.sql,92.08740234375,9.862934,3,3,queries/tpch/sqlstorm_slope/breadth/11720.sql
breadth,75-120 J,queries/tpch/SQLStorm/11875.sql,92.40081787109375,5.779199,4,3,queries/tpch/sqlstorm_slope/breadth/11875.sql
breadth,75-120 J,queries/tpch/SQLStorm/21378.sql,92.99822998046875,7.464537,3,3,queries/tpch/sqlstorm_slope/breadth/21378.sql
breadth,75-120 J,queries/tpch/SQLStorm/27470.sql,93.76898193359375,9.940471,4,3,queries/tpch/sqlstorm_slope/breadth/27470.sql
breadth,75-120 J,queries/tpch/SQLStorm/28057.sql,95.01336669921875,8.542289,3,3,queries/tpch/sqlstorm_slope/breadth/28057.sql
breadth,75-120 J,queries/tpch/SQLStorm/21201.sql,96.1717529296875,8.585657,4,3,queries/tpch/sqlstorm_slope/breadth/21201.sql
breadth,75-120 J,queries/tpch/SQLStorm/26100.sql,96.4908447265625,13.461812,3,3,queries/tpch/sqlstorm_slope/breadth/26100.sql
breadth,75-120 J,queries/tpch/SQLStorm/6019.sql,100.52252197265625,6.563014,4,3,queries/tpch/sqlstorm_slope/breadth/6019.sql
breadth,75-120 J,queries/tpch/SQLStorm/4496.sql,102.49267578125,6.930084,2,3,queries/tpch/sqlstorm_slope/breadth/4496.sql
breadth,75-120 J,queries/tpch/SQLStorm/12992.sql,103.87451171875,6.462201,4,3,queries/tpch/sqlstorm_slope/breadth/12992.sql
breadth,75-120 J,queries/tpch/SQLStorm/26396.sql,105.42169189453125,9.103462,3,3,queries/tpch/sqlstorm_slope/breadth/26396.sql
breadth,75-120 J,queries/tpch/SQLStorm/25945.sql,106.5792236328125,9.298788,4,3,queries/tpch/sqlstorm_slope/breadth/25945.sql
breadth,75-120 J,queries/tpch/SQLStorm/7075.sql,107.4736328125,9.31252,2,3,queries/tpch/sqlstorm_slope/breadth/7075.sql
breadth,75-120 J,queries/tpch/SQLStorm/10015.sql,111.26904296875,8.107701,4,3,queries/tpch/sqlstorm_slope/breadth/10015.sql
breadth,75-120 J,queries/tpch/SQLStorm/6671.sql,112.17852783203125,9.068977,2,3,queries/tpch/sqlstorm_slope/breadth/6671.sql
breadth,75-120 J,queries/tpch/SQLStorm/26544.sql,115.55126953125,10.277147,4,3,queries/tpch/sqlstorm_slope/breadth/26544.sql
breadth,75-120 J,queries/tpch/SQLStorm/1629.sql,117.49871826171875,10.011321,2,3,queries/tpch/sqlstorm_slope/breadth/1629.sql
reference,>120 J,queries/tpch/SQLStorm/2950.sql,125.14794921875,12.931072,4,10,queries/tpch/sqlstorm_slope/reference/2950.sql
reference,>120 J,queries/tpch/SQLStorm/27574.sql,130.95703125,11.627718,3,10,queries/tpch/sqlstorm_slope/reference/27574.sql
reference,>120 J,queries/tpch/SQLStorm/3396.sql,153.460205078125,13.037381,4,10,queries/tpch/sqlstorm_slope/reference/3396.sql
reference,>120 J,queries/tpch/SQLStorm/8411.sql,161.3331298828125,11.728703,3,10,queries/tpch/sqlstorm_slope/reference/8411.sql
breadth,>120 J,queries/tpch/SQLStorm/27163.sql,120.491455078125,12.275547,4,3,queries/tpch/sqlstorm_slope/breadth/27163.sql
breadth,>120 J,queries/tpch/SQLStorm/29188.sql,120.8338623046875,10.608216,3,3,queries/tpch/sqlstorm_slope/breadth/29188.sql
breadth,>120 J,queries/tpch/SQLStorm/9706.sql,121.572021484375,13.007285,4,3,queries/tpch/sqlstorm_slope/breadth/9706.sql
breadth,>120 J,queries/tpch/SQLStorm/33217.sql,122.08843994140625,8.097375,3,3,queries/tpch/sqlstorm_slope/breadth/33217.sql
breadth,>120 J,queries/tpch/SQLStorm/12066.sql,123.27752685546875,8.018911,4,3,queries/tpch/sqlstorm_slope/breadth/12066.sql
breadth,>120 J,queries/tpch/SQLStorm/13781.sql,123.404541015625,10.177781,4,3,queries/tpch/sqlstorm_slope/breadth/13781.sql
breadth,>120 J,queries/tpch/SQLStorm/12677.sql,123.79571533203125,9.010203,4,3,queries/tpch/sqlstorm_slope/breadth/12677.sql
breadth,>120 J,queries/tpch/SQLStorm/21759.sql,124.18365478515625,9.301588,4,3,queries/tpch/sqlstorm_slope/breadth/21759.sql
breadth,>120 J,queries/tpch/SQLStorm/1576.sql,125.91619873046875,13.06572,4,3,queries/tpch/sqlstorm_slope/breadth/1576.sql
breadth,>120 J,queries/tpch/SQLStorm/14043.sql,127.14569091796875,9.200664,4,3,queries/tpch/sqlstorm_slope/breadth/14043.sql
breadth,>120 J,queries/tpch/SQLStorm/11350.sql,127.81182861328125,9.36317,4,3,queries/tpch/sqlstorm_slope/breadth/11350.sql
breadth,>120 J,queries/tpch/SQLStorm/29627.sql,128.44952392578125,7.893431,3,3,queries/tpch/sqlstorm_slope/breadth/29627.sql
breadth,>120 J,queries/tpch/SQLStorm/10488.sql,128.7633056640625,9.386695,4,3,queries/tpch/sqlstorm_slope/breadth/10488.sql
breadth,>120 J,queries/tpch/SQLStorm/27798.sql,130.88079833984375,12.926443,3,3,queries/tpch/sqlstorm_slope/breadth/27798.sql
breadth,>120 J,queries/tpch/SQLStorm/4663.sql,133.16009521484375,10.332977,4,3,queries/tpch/sqlstorm_slope/breadth/4663.sql
breadth,>120 J,queries/tpch/SQLStorm/5043.sql,135.78369140625,10.070269,3,3,queries/tpch/sqlstorm_slope/breadth/5043.sql
breadth,>120 J,queries/tpch/SQLStorm/27647.sql,136.55889892578125,11.778419,4,3,queries/tpch/sqlstorm_slope/breadth/27647.sql
breadth,>120 J,queries/tpch/SQLStorm/29616.sql,137.54840087890625,12.84178,4,3,queries/tpch/sqlstorm_slope/breadth/29616.sql
breadth,>120 J,queries/tpch/SQLStorm/14002.sql,138.882568359375,12.23027,4,3,queries/tpch/sqlstorm_slope/breadth/14002.sql
breadth,>120 J,queries/tpch/SQLStorm/7428.sql,139.6304931640625,9.028519,3,3,queries/tpch/sqlstorm_slope/breadth/7428.sql
breadth,>120 J,queries/tpch/SQLStorm/8101.sql,140.200439453125,12.461312,4,3,queries/tpch/sqlstorm_slope/breadth/8101.sql
breadth,>120 J,queries/tpch/SQLStorm/8694.sql,142.98858642578125,9.050224,3,3,queries/tpch/sqlstorm_slope/breadth/8694.sql
breadth,>120 J,queries/tpch/SQLStorm/27384.sql,145.77191162109375,12.986582,4,3,queries/tpch/sqlstorm_slope/breadth/27384.sql
breadth,>120 J,queries/tpch/SQLStorm/27386.sql,146.92877197265625,13.308265,3,3,queries/tpch/sqlstorm_slope/breadth/27386.sql
breadth,>120 J,queries/tpch/SQLStorm/14621.sql,147.23724365234375,9.291018,4,3,queries/tpch/sqlstorm_slope/breadth/14621.sql
breadth,>120 J,queries/tpch/SQLStorm/26842.sql,150.26336669921875,12.807744,4,3,queries/tpch/sqlstorm_slope/breadth/26842.sql
breadth,>120 J,queries/tpch/SQLStorm/4439.sql,154.4046630859375,12.951143,4,3,queries/tpch/sqlstorm_slope/breadth/4439.sql
breadth,>120 J,queries/tpch/SQLStorm/12988.sql,154.6187744140625,9.901849,4,3,queries/tpch/sqlstorm_slope/breadth/12988.sql
breadth,>120 J,queries/tpch/SQLStorm/12127.sql,162.38775634765625,10.837402,4,3,queries/tpch/sqlstorm_slope/breadth/12127.sql
breadth,>120 J,queries/tpch/SQLStorm/10459.sql,163.2105712890625,11.041556,4,3,queries/tpch/sqlstorm_slope/breadth/10459.sql
breadth,>120 J,queries/tpch/SQLStorm/13196.sql,166.16619873046875,10.48545,4,3,queries/tpch/sqlstorm_slope/breadth/13196.sql
breadth,>120 J,queries/tpch/SQLStorm/27203.sql,169.41375732421875,13.443786,3,3,queries/tpch/sqlstorm_slope/breadth/27203.sql
breadth,>120 J,queries/tpch/SQLStorm/27948.sql,188.32623291015625,13.234894,4,3,queries/tpch/sqlstorm_slope/breadth/27948.sql
breadth,>120 J,queries/tpch/SQLStorm/10143.sql,189.8358154296875,12.307846,4,3,queries/tpch/sqlstorm_slope/breadth/10143.sql
breadth,>120 J,queries/tpch/SQLStorm/10237.sql,194.2547607421875,12.021217,4,3,queries/tpch/sqlstorm_slope/breadth/10237.sql
breadth,>120 J,queries/tpch/SQLStorm/11626.sql,213.190185546875,13.069574,4,3,queries/tpch/sqlstorm_slope/breadth/11626.sql
